Goal ID,Goals,Status,Active/Deleted
362158,Improve our People’s Opportunities,On Track,Active
362159,Improve our operations,On Track,Active
362160,Improve our Colleague’s Technology Experience,On Track,Active
366199,40hour training,On Track,Deleted
368596,"Will serve as a lead support/trainer on the new EPPM system. Currently completed intensive UAT testing on all aspects not just financial, ex.,, document management, production tracking, and document management. Will attend train the trainer in Washington, D.C. in mid April and conduct ""teach back sessions"".",Completed,Active
368597,Develop Org Charts for Senior Management to clearly identify who and where their managment staff is positioned in Mechanical. This will enhance the FY 24 management headcount planning stage and ensure a more accurate result.,Completed,Active
368598,Align finanial forecast and production schedule with Operations and Corporate Finance on the Conndot Contract. Check in regularly with the Accounting team to become aware of any adjustments on project loss/ warranty.,Completed,Active
359307,test,On Track,Deleted
359386,"Maintenance of Equipment Inventory Reduction for the NEC:
        Review replenishment records
        Nonmoving ""C & D"" items/P008 scraps/dispositions
        Support the SIOP process via identifying slowmoving inventory and proceed   with disposition     
        KPI Fill rates (above 95%)",Completed,Active
359387," Ensure the accuracy of Amtrak inventory through annual compliance to SAP,Cycle Count & Physical Inventory Procedures\Policies\Goals. Maintain procedural compliance of net variance of 2% vs. Total Inventory. Pass any\all of the following audits scheduled  E&Y Audits or State Partnership Audits including 3rd party vendors
 Operate within FY22 budget",Completed,Active
359388,Safety: Achieve/beat the 1.7 safety injury rate goal for FY23 via proactive safety stand downs and preemptive actions including development of safety committees for your local plants,Completed,Active
359389,"Supply Chain Modernization: Successfully manage installation of Kardex Vertical Lift System in Ivy City, Washington DC including full interface and decommissioning of old legacy White Carousel system in order to increase automation, and implement technological improvements that drive optimized inventory management and controls, streamlined logistics, efficient material storage and movement, enterprise wide.",Completed,Active
359540,Drive a shift left to improve testing and quality of deliverables via automated testing and DevOps,Completed,Active
359541,"Deliver projects on time and within budget.
1. ERMO Portal II
Dedicated UAT
Automated Testing
Arrow Improved Performance
Arrow Improved Capacity
Arrow Moderization",Completed,Active
359551,Complete all mandatory training especially safety and security.,Completed,Active
361668,"Become the administrator to train and review review all SAP End user & Firefighter roles in the GRC.  Manage daily, quarterly, and yearly review access and UAR's to ensure accuracy, segregation of duties and compliance.",Completed,Active
361707,"Identify, Create & Implement a National Safety Committee work group for our MofE and MofW plant sites.  The purpose of Amtrak Safety committee shall be to improve the safety standards and working conditions on site; to assess and mitigate hazards to prevent injury; to educate all employees in safety policies, programs, or instructions; and to benefit the mutual cooperation of agreement and management employees to pursue the safest workplace environment.  This group will have a link in the APIM's, specifically in the System Safety Program Plan",Completed,Active
361714,"Implement new PD45 label printers nationally with IT to managing asset lifecycle, maintenance and warranty.",Completed,Active
363901,Deliver Strategic Programs per defined business roadmap.,On Track,Active
363904,Develop technology investment plan,On Track,Active
364212,Support adoption of SAFe Scale Agile,Completed,Active
365889,"Provide timely driver coaching, 100% completion of required driver training, and ensuring regular Lytx Dashcam monitoring as intended.  For those with motor pools, checking for valid driver’s license and assigning driver in Lytx to vehicle up front before handing over keys.  Facilitate a monthly call with Automotive to keep our team in 100% compliance of all fleet requirements. ",Completed,Active
372608,"Secure Amtrak Systems, API ecosystem, customer PII and PCI data.",On Track,Active
358579,"Establish and ensure the safety of our facilities and warehouse team by attempting to mitigate any safety and security issues.  
A.  Quantitative Goal established for all of Supply Chain which is currently set at 1.7.
B.  Attend all Safety Work Outs and Preventative Safety Events for FY23  Evaluate systems and process Corrective Actions for any issues found. 
C. Complete 1 preventative safety project for your facility.",Completed,Active
358580,"Establish and ensure process to achieve a 95% Fill Rate across all MofE, State Supported and MofW facilities.  
A.  Establish Fill Rate Review meeting with all facilities to determine problems and align corrective actions to support achievement of goal.  
B.  Support all new programs to align processes and find solutions.
 ALC42
Intercity Train Sets
Venchur Cars
 Calidot Cars
C.  Review major processes to ensure standardization of facilities to support all customer aligned processes",Completed,Active
358581,"Manage departmental facilities budgets to achieve operational effectiveness and support facility goals and objectives.  
A. Manage facility budget to come in under current FY23 established operating plan for each Cost Center and Roll Up CC. 
B.  Capital Modification for FY22 cross over  Finish and complete all FY22 cross over Capital Projects.  Repurpose and align all capital dollars accordingly
C.  Capital Project completion for all FY23 Facilities and Equipment projects.",Completed,Active
358582,"Establish a major project to align Supply Chain and Customer process to achieve increase operational effectiveness with an emphasis on cost savings
A.  MMOGLE  Begin Standardization process working with all plants to achieve success.
B. Standard Visual Management Communication Boards established at all facilities   Topics and Metrics
C.  Oversee lineside distribution project for FY23 capital spend of 750K and associated plant role outs.",High Risk,Active
358583,"Establish\complete training and development plans 
A.  Complete all required Amtrak training for self and staff.
B.  Develop development plans for all management staff",On Track,Active
359670," Support achievement of zero engineering employees fatalities or serious injuries in IMCS West
 Exceed FRA Safety Reportable Rate of 3.45 incidents per 200,000 employee hours
 Monitor DashCam incidents, promote defensive driving, address unsafe behaviors in reducing vehicle damage costs by 10%
 Monitor compliance with Spartan, Safety Audits, Semiannual reviews and D&A testing compliance (100%)
 Actively support and participate in Tier I & II Safety Meeting
 Promote SMS, Just Culture and Stretching Program in IMCS West collaboratively",Completed,Active
359673,"  Monitor FTE’s and Operating and Maintenance budgets to ensure departmental expenses are not exceeded.
  Manage overtime to ensure approved overtime plans are not exceeded vs Approved plan.
  Monitor TPNW to ensure TPNW plans are not exceeded vs Approved plan.
  Capital designated staff time distribution to Capital goal greater than 45% charged to NonCore WBS’s (TDR’s)",Completed,Active
359676," Improve OTP and reduce minutes of delay by quality assurance in all phases of Maintenance, construction,
  and inspection supporting Amtrak’s corporate goals.
  ensure construction material and debris is removed from the ROW in the Maintenance Yard to avoid
   unnecessary infrastructure and equipment damage.
  Work within the collective bargaining agreements to maximize productivity by utilizing all Work rules
   and outsourcing opportunities.
  Support and deliver Superior customer service collaborating with Amtrak Capital deliver, Station
   Services, State partner, Host Railroads and other senior staff from other departments, to develop
   strategies, plans, funding to advance Amtrak’s mission.
  Support the development and working knowledge of your staff in Facility Maintenance, and Project
   Management/construction practices.",Completed,Active
364272,Enhance ADAP functionality. Minimize issues.,On Track,Active
364277,EPS and Position management project.,On Track,Active
364279,Employee central project,On Track,Deleted
367510,"Attend APD WFD Hypercare SAP Validation meetings, Participate in development WFD meetings for Finance Plus which will include TCU Payroll, Material Control and Accounts payable TCU employees. Review Discovery WFD development for ARASA ME & MW, JCC, Yardmasters. JCC, IAM, SMWIA, NCFO, IBEW & IBBB development for WFD implementation OCT 23. Attend Final Focus groups for upcoming projects. New MCC Finance Plus Champion and Trainer. Implementation partner with departments and tester.",On Track,Deleted
369924,Attend planning meetings and collect audit samples. Provide feedback on controls. Meet with my teams on low medium high priority controls in Payroll Field LA & CHI offices. Reach out to labor relations and departments on new GWI and differentials in rates and job codes. Review all new negotiated contracts and rules applications and our role with my teams. Provide feedback to IT System Manager on malfunctions. Balance oversight with team members to expedite pay problems.in timely fashion. Bring attention to CBA mismatch in compliance with labor law. Coordinate completed accurate payrolls biweekly with WDC Corporate team. Serve as OC Champion for WFD attending Focus meetings. EEPM traning and capitol project user.,On Track,Deleted
369925,"Join American Payroll Association membership of professional payrolls which will certify my knowledge of payroll and State/Federal Laws. Share the process with my team and document solutions for accountable audit controls using latest techniques available. Encourage participation in Diversity, inclusion and wellness/health challenge. Gather headcount of current unions and customers for picture of our demographic. Promote engagement with other groups to better understand our coworkers jobs.",Not Started,Deleted
370358,Implementation of New PTO requirement for Labor Relations applying vacation to PTO. How we will transition,Not Started,Active
370359,Support efforts to complete audit functions for Payroll and Finance. Collection and reports.,On Track,Active
370360,"Implementation of FOP, MCC and Finance) transition from WFC to WFD. Enhancements of WFC for TCU. Support Project teams with SME knowledge of current processes ,testing and guidance of acceptable process improvement.",On Track,Active
370361,"Implement Goals, Performance and development conversation with Management Staff to keep Field Offices up to date and informed of departments responsibilities. Reallocation of Field Offices functions and duties (intern processing, support of Field Offices b providing targeted support)",Not Started,Active
370363,"Collaboration with Labor Relations, HR and IT to address changes and labor agreement changes..",Not Started,Active
371028,Join PayrollORG aka American Payroll Association and attend numerous webinars online for recertification 2024. completed 51 RCHs toward 60 RCHs by December 2023,Completed,Active
359608,"Strategic Procurement Services to deliver $23M in cost savings and mitigation, including proactively submitting “Planned” savings, when possible.",On Track,Active
359610,Proactive contract lifecycle management and establishing strong and enforceable agreement to protect Amtrak’s interests.,On Track,Active
359613,"Ensure staff meetings, 1on1’s, and performance review conversations are held regularly.  Conduct team building activities. Recognize Achievements.",On Track,Active
359615,"Support the development of strategic sourcing training and ensure team member participation.  i.e., SOW development, Sourcing Strategy, etc.",On Track,Active
359618,"Utilize metrics to measure, manage and report out workload as a team and on individual sourcing specialists. i.e. Cycle Time tracker, SharePoint Project Tracker and proactive BPO/Contract expiration management w/end user engagement.",On Track,Active
359620,Compliance with document retention policy/SOP.  Continued used of SharePoint and AOD for all procurement files,On Track,Active
362084,Ensure negotiations are conducted up front on RFPs,On Track,Active
362149,Improve our Colleague’s Technology Experience,Completed,Active
362150,Improve our operations,Completed,Active
362151,Improve our People’s Opportunities,Completed,Active
369853,"Workforce Analytics Strategy
 Decrease development time of  Dashboards, Business Reporting, Case Management applications
 Work with IT to create and approve Proof Of Concepts with different technologies within Amtrak's eco system to look at viability of moving data from 
   FileMaker Pro.
 Change Intake process by implementing SNOW Ticketing System",On Track,Active
369858,"Establish Data Governance and Data Quality
 Build data governance process to monitor at least 90% of data.

 ""Automate 90% of data transformation processes""

 Develop an auditing and validation process for all dashboards using at least 10% of the data as sample data",On Track,Active
369869,"Promote Customer Success
 Ensure that every Dashboard and Enhancement request has a requirements document signed off by stakeholder(s)
 Establish regular cadence meetings with stakeholders for collaboration and enhancements
 Encourage confirmation of data accuracy from stakeholder(s)
 Adhere to established SLAs for Adhoc and Custom Reports",On Track,Active
363532,"Coordinate implementation of NEC Delay Inputter enhancements including creating delay instructions for the NEC Delay Clerks, coordination with NS Change Management team to provide training and change management, and DT to create technology changes.",On Track,Active
363533,Develop business case for adding Amtrak employees to perform audit services currently performed by Drummac at stations and onboard trains.,Completed,Active
363534,"Analyze and develop plan for support of crew hotels and transportation.  Plan should include support of Transportation, Customer Service and IMCS.  Plan should include task performed by Network Support, Finance, Crew Management, IMCS, and others. Plan should also include any additional resources required by Network Support.",On Track,Active
364249,"Reduce the amount of $'s spent on the external audit and the level of effort needed by Amtrak to administer the annual audit.

The FY 23 Audit is on target to complete by December 15, 2023.",On Track,Active
364252,"New system enhancements to improve processes and controls
	PRIAA 209 policy rewrite  Change in Billing process 
	Retro Wage Automation
	SAP Validations 
	Accepting Credit Card payments from customers, acceptance of online payments 
	Any other items deemed necessary

Implementation of enhancements for SAP ARSD
	VF11 (Intermittent issue with reason code AX getting updated on DMR after Billing reversal)  
	New WBS User status for Mechanical Project stock 
	Any other items deemed necessary

Implementation of enhancements and fixes for SAP REFX
	CPI Logic
	Invoice vs paper invoice numbers
	CPI Report
	Two reports for FASB/Amortization postings 
	Add other nonreal estate agreements
	Viewing charge codes by business 
	Any other items deemed necessary
	Maintain and monitor Master Data BP BE Building and Rental Unit

Finance SME support
       Support the grants management project initiative.",On Track,Active
364571,"Complete all assigned tasks for Train2Ground sites (Requirements gathering, Intake, design, cost analysis, bill of material development, procurement, implementation, documentation)",On Track,Active
364573,"Complete other authorized and approved Service Owner tasks for FY23 (Requirements gathering, Intake, design, cost analysis, bill of material development, procurement, implementation, documentation)",On Track,Active
364576,Work towards Cisco Certified Design Expert (CCDE) certification,On Track,Deleted
364579,"Complete all tasks and infrastructure to accommodate AVPN2/OT collapse along with redundancy and resiliency via SDWAN (Requirements gathering, Intake, design, cost analysis, bill of material development, procurement, implementation, documentation)",On Track,Active
364737,"Complete weekly 4Square reports, Network Weekly Accomplishments and status reports, and Meeting detail reports 95% on time",On Track,Active
368562,Work towards Cisco Certified Design Expert (CCDE) certification,On Track,Active
369749,Redirect mobile support team to shift from having a device deployment and configuration focus to take on a product management and development role .,On Track,Active
360858,Grow Corporate Territory Ridership,On Track,Active
360859,Engage key Travel Management Companies (Corporate).,On Track,Active
360860,Build additional engagement opportunities with Federal and Corporate Travel Managers.,On Track,Deleted
360862,Realign Corporate Tiers/Discounts.,On Track,Deleted
360865,Increase Corporate Partners under contract.,On Track,Active
362777,"Multiple capital initiatives to support the expansion of AMTEC Territory in NEC & central Division to improve the service

Train Dispatch 
 SED / Ktower migration to AMTEC
 NYD / Q  Tower migration to PSCC AMTEC 
 CND / AMTEC design ,development and deployment
 NYD / Configuration and Installation of HPNonstop X system in NY
 NEC Multiple SOGR upgrades , 562 conversion & RTU replacement across NEC
 AMTEC system to interface with the PTSR positive train control requirements for the Acela 21 trainsets.
 Design of LCCAS Limit Compliance collision avoidance system interface with AMTEC for MOE
  Philly 8th floor Nonstop move to CNOC & SED backup relocation for hardening the 8th floor CETC Facility
 
ETSCADA
 
 ABB SCADA deployment in NYD

PTC 

 PTC reporting for IETMS systems 
 Supporting Wabtec AWS migration for IETMS BOS",Completed,Active
362788,"Deliver AOP: Opex, capex and Business and Support Multiyear initiatives for Capital Delivery 

UOC Program : Supporting Internal Requirements Gathering sessions 
AIRO Program : Supporting Internal requirements gathering sessions for all infrastructure upgrade that will impact AMTEC and ET SCADA system
Gateway Program: Supporting upgrades to TCS systems for multiple project ( Portal Bridge, Penn Access, Dock Bridge )
Virginia Railroad : CP Virginia to AF territory dispatch transfer to Amtrak
NYD: Penn station Access (Addition of 4 Metro North stations and 5 interlockings) design review
NYD: PNZA ERT Lines 1 & 2 Rehab Signal Technology & Commissioning FY’24 design review",Completed,Active
362790,Continue visible leadership presence and engagement with internal and external patners,Completed,Active
362792,Update 35 year technology roadmap of the DT portfolio in operations to reflect opportunity created by IIJA and Amtrak connect Us,Completed,Active
362793,"Actively involve in Women in Technology conferences

 Society of Women Engineers Conference in Houston ( Oct 2022 )
 Key note speaker in Grace Hopper Conf in Orlando  ( Sept 2023 )
 DI&B monthly workshops",Completed,Active
365625,"Achieve an injury rate of 1.5 or less at all NED sites. 

Oversee the creation and establish the process flow associated with an NED safety materials truck.",Completed,Active
365626,"Review and reduce all SP01 inventory at NED sites. 
Identify opportunities to move materials from SP01 to unrestricted. 
Identify materials in SP01 that may be obsolete and work with the asset recovery team to sale or scrap.
Reduce or reallocate SP01 overall inventory by 3 to 5%",Completed,Active
365627,"Instruct new ARASA supervisors on the successful operations of their warehouse locations. 
Oversee WRAP audits for all 3 locations and train supervisors on successful strategies to achieve satisfactory findings in all aspects of the audit process. 
Educate supervisors in metric, employee discipline, safety and environmental reporting.",Completed,Active
368354,Utilize Lytx to support Amtrak's safety goals and ensure safe operation of the vehicles in my organization.,Completed,Active
359669," Support achievement of zero engineering employees fatalities or serious injuries in IMCS West
 Exceed FRA Safety Reportable Rate of 3.45 incidents per 200,000 employee hours
 Promote defensive driving, address unsafe behaviors with vehicle operation
 Actively support and participate in Tier I & II Safety Meeting
 Promote SMS, Just Culture and Stretching Program in IMCS West collaboratively
 Continue to support and expand Amtrak's PTC program, across the western region, and, national ICAB
",Completed,Active
359672,"  Monitor FTE’s and Operating and Maintenance budgets to ensure departmental expenses are not exceeded.
  Monitor TPNW to ensure TPNW plans are not exceeded vs Approved plan.
  Capital designated staff time distribution to Capital goal greater than 45% charged to NonCore WBS’s (TDR’s)",Completed,Active
359675," Improve OTP and reduce delays by quality assurance in all phases of Maintenance, construction,
  and inspection supporting Amtrak’s corporate goals.
  ensure construction material and debris is removed from the ROW in the Maintenance Yard to avoid unnecessary infrastructure and equipment damage.
   Support and deliver Superior customer service collaborating with Amtrak Capital Delivery, Station Services, State partner, Host Railroads and other senior staff from other departments",Completed,Active
362992,Drive accountability to the project level and provide early view of potential project issues to CAPD Management:,On Track,Active
362993,Improve accuracy of monthly/annual project cost Actuals across the CAPD portfolio,On Track,Active
362994,Collaborate with Key Stakeholders and Finance dept. to ensure efficient and effective submission of monthly and yearend accruals to positively impact company cashflow. Conduct the implementation of project controls that mitigate risk and facilitates timely corrective action prior to monthly invoicing to maximize revenues.,On Track,Active
366454,Collaborate with Key Project Partners and Finance on the implementation of project controls that mitigate risk that facilitates timely corrective action prior to monthly invoicing to maximize revenues.,On Track,Deleted
368640,Pull Accrual reports from SAP Monthly for Project managers,On Track,Deleted
369474,Reduce errors made by Project Managers for Monthly and Quarterly Reporting process,On Track,Active
369475,Reduce Labor and Vehicle charges in Maximo system,On Track,Active
359043,"PIDS Server UpgradeReplacementC.IT.100617. Replace 20 PIDS Windows Server 2008 Systems out of the remaining 35.
Indicated operating systems are past the vendors endofsupport window.
Systems are no longer receiving regular operational or security updates.
Upgrade will consist of a) hardware replacement b) OS replacement c)
Application updates/replacements.
Major Tasks:
1. Hardware Replacement & Standardization
2. Operating System replacement
3. SQL replacement/update
4. Vendor supported Proprietary Application Updates
Locations:
Tampa, FL
Winter Haven, FL
Cary, NC
Durham, NC
Burlington, NC
Florence, SC
Charleston, SC
Marshall, TX
Tuscaloosa, AL
Petersburg, VA
Prince, WV
Huntington, WV
Fargo, ND
Williston, ND
Minot, ND
Shelby, MT
Glacier Park, MT
Johnstown, PA
Schenectady, NY
Denver, CO",Completed,Active
359044,"Field Services Security & Management UpgradesC.IT.100560:
1. Deploy temperature and humidity monitoring systems in network closets
at 11 additional facilities.",Completed,Active
359045,"2. Infrastructure Assessment & Improvements (Cable management, Safety, UPS)	 
Locations                                           Scope
Moynihan C129	       UPS Assessment and replacement
Philadelphia CC	       UPS Assessment and replacement
Chicago Backup CC       UPS Assessment and replacement
NOL Maint. Facility	       UPS Assessment and replacement, Fix cabling, access control & safety issues
MIAMI Hialeah	        UPS Assessment, fix access control & cabling issues
Sanford, FL	                UPS Assessment, fix access control & cabling issues
REA	                                UPS Assessment, Fix cabling & safety issues
1 MASS	                        UPS Assessment, Replace UPS batteries & address any Safety issues",Completed,Active
363146,Deskside Support technical resource optimization. Increase visibility of the Deskside Support team by proactively reaching out to our colleagues. Start with 2 locations in FY23 and assess results.,On Track,Deleted
363341,"Two courses to improve my leadership abilities, focusing on improving my strategic planning skill and deeper understanding of agile methodologies.",Completed,Active
364033,"Develop strategic and tactical plans for  NEC, LD, National, Multicultural, and Sports and Advertising campaigns within approved AOP budget to generate target ROAS and acquire new riders as follows:  Digital Display $16:1, Social/OTAs 22:1 and Search $90:1.  New  riders: 24%  30% and increase younger riders and diversity",Completed,Active
364035,"Finalize the SOW and new Acela assignment to launch National AOR RFP via procurement process in February with goal to award contract by Sept.15, 2023.",On Track,Active
364036,"Support New Acela launch with Strategy, research and creative/media launch plans",Canceled,Active
364038,Oversee development of the plan and implementation of new State partner Advertising & Branding work group/collaborative.  Final plan by 2/24. Implement by March 17.  Align on Integration Strategies,Completed,Active
364049,Finalize Sustainable Marketing Strategy by March 17 and gain internal alignment,Completed,Active
364093," Support achievement of zero engineering employee fatalities or serious
injuries in the SWD
 Exceed FRA Safety Reportable Rate of 3.45.
 Monitor DashCam incidents, promote defensive driving, enforce speeding
initiatives, address unsafe behaviors, and reduce vehicle damage costs by
10%
 Support reduction of engineering MORV 
 Schedule and work with employee development/training to ensure
compliance with FRA/Amtrak Standards
 Monitor compliance with SPARTN, Safety Audits (1 monthly), Semiannual reviews and D&A testing (100%)
 Actively support and participate in Tier I & II Safety Meetings
 Promote SMS, Just Culture, and the Stretching Program in the SWD and
collaborate safety efforts with voluntary safety reporting",On Track,Active
364095," Respond to emergencies with engineering support in the maintenance
facilities or derailments within 4 hours
 Improve OTP and reduce minutes of delay by quality assurance in all
phases of maintenance, construction, and inspection supporting Amtrak’s
corporate goal of delays below 174 minutes per 10,000 trainmiles.
 Provide engineering support with maintenance, SOGR, or ADA project
needs in SWD for both internal and external stakeholders
 Drive continuous improvements in asset management process to support
OTP and eliminate trackcaused derailments at LAMF
 Support FY23 Environmental, Facility Energy Plan and Sustainability
projects in SWD
 Ensure compliance with all monthly & annual inspection documents (track inspections, joint track inspections, environmental records)",On Track,Active
364097," Achieve core budget spend plan within +/ 10% by monitoring/controlling
FTE's, overtime, TPNW, and ensuring plans do not exceed budget
 Drive continuous improvement to plan, execute, and monitor SWD FY23
capital programs. Ensure monthly spend plans are met within +/ 10% and do not exceed approved AOP budget by +/ 5%
 Achieve SWD TDR's performance goals at minimum 50% for ADE.
 Monitor AWD portfolio and ensure monthly report and accruals are
coordinated with PMO team
 Coordinate in developing AWD FY24 and FY25 Capital Program and
support the engineering strategic initiative timeline collaboratively with PMO",On Track,Active
372234,Launch State route ridership recovery campaigns. Total incremental budget $1.5M.  ID routes and select an agency via Procurement process to develop & ridership recovery campaigns for states lagging behind FY19 performance.  Launch campaigns in market by July 1st.,Completed,Active
373279,"Maintain FRA Reportable below 3.45  everyone should be striving to remain above the blue line on our Friday reporting.
Drive Departmental reduction in Operating Rules Violations",On Track,Active
373281,Support employee development through Continuous Performance Management,On Track,Active
373283,Monitor and drive staffing and work planning initiatives to control overtime and TPNW across the department,On Track,Active
358451,"Ensure all administrative tasks received are completed within the turnaround period (3 – 5 business days), is noted in the system, and task is marked as complete to allow for proper tracking.",On Track,Active
358452,"Create and conduct a training, either for the support staff team, your office or the whole department.",Completed,Active
358453,Hold a meet and greet with field personnel (Ops/Mechanical) in my territory.,Completed,Active
358454,Build an agenda and lead a meeting of the support staff one time.,Completed,Active
358455,Development of and progression to a Lead Evidence Preservation Coordinator,On Track,Deleted
359955,"Develop local policing support to provide quality services in areas not reached regularly by APD.  

Enhance outreach programs to engage local, state, and federal partners more effectively.",Completed,Active
359956,Expansion/reinstatement of passenger screening operations with TSA and other partners.   (Patrol and K9),Completed,Active
359957,"Use of Comstat and performance metrics to validate performance strategies across the Central Division and adopt ""best practices"" throughout our system, nationwide.  Utilize Comstat as a tool to address trends with to overall goal to reduce criminal activity for the Safety and Security of our patrons and employees throughout Amtrak.",Completed,Active
361017,Manage to remain under IMCS goal of 3.45% for FRA reportable injury rate. Audit field activities and correct unsafe behaviors immediately in the field. Turn in weekly audits with negative and positive findings.,Completed,Active
361018,Monitor and communicate the delay report on the Central Division with field managers. Strive to make improvements as needed to remain under the corporate goal.,Completed,Active
