Goal ID,Goals,Status,Active/Deleted
330943,"Support Sourcing Specialist training on strategic sourcing in Ariba on Demand and maximize the use of new functionality to drive efficiencies.
     expanded use of BPOs (Q2 Lunch n Learn)",On Track,Active
330944,"Deliver against cycle time Metrics and ensure staff is assigned with realistic but stretch goals in accordance with assigned responsibilities.
PR assignment <= 3 working days
Contract documentation due diligence
Management approval due diligence – 0 escalation, summary of actions",On Track,Active
330945,"Pursue standardized documentation control (Use of S drive and/or SharePoint) for consistency in file saving, sharing and connection to Contract Workspace folders.",On Track,Active
330946,"Support Strategic Group goals:

	Support GP updates and clause library initiative
	Complete commodity team alignment and establish strategic goals for each group
	Diversity outreach and training
	Cross training for Sourcing Specialists
	BPO Expiration Notification – Contract Lifecycle Management",On Track,Active
332601,"Lead the Identity and Access Management Team.
Continue to provide SailPoint and BeyondTrust Services.

Project will be delivered within +/ 10% of their forecasted AOP spend.
Project will be completed at or before the date indicated in the project charter.
All promised benefit/functionality in the project charter and description are delivered.
Stretch goal – can we look to have your monthovermonth forecasts reliably within 20% of actual by ~June.",On Track,Active
332603,"Lead the Voice Services Team.
Continue to provide Voice Services Service Offering.

Project will be delivered within +/ 10% of their forecasted AOP spend.
Project will be completed at or before the date indicated in the project charter.
All promised benefit/functionality in the project charter and description are delivered.
Stretch goal – can we look to have your monthovermonth forecasts reliably within 20% of actual by ~June.",On Track,Active
332604,"Lead the Active Directory and Azure Team.
Continue tp provide Service Offerings.

Project will be delivered within +/ 10% of their forecasted AOP spend.
Project will be completed at or before the date indicated in the project charter.
All promised benefit/functionality in the project charter and description are delivered.
Stretch goal – can we look to have your monthovermonth forecasts reliably within 20% of actual by ~June.",On Track,Active
332605,"Lead the Unified Communication and Collaboration Team.
Continue to provide Service Offerings.
Improve Email Security.",On Track,Active
335629,"Support the delivery of the Active Directory Review and Redesign Capital project which includes the look at both the IT and OT domains, Certificate management and Passwordless authentication.",On Track,Deleted
338558,"Innovation.

Select and deliver one significant Innovative improvement in your organization that will demonstrably improve either our Colleague Experience or your team’s Operational performance.

Built improved MS True up tracking spreadsheet to help with the annual true process.
Provided standard approach for presenting service Queue Data in our Monthly Dept Meeting
Created a standard approach to presenting our Vision & Strategy roadmaps.
Project intake sheet with cost planning and horizontal engagement",Completed,Active
338568,"Involvement.
Participate in the DIB or Other voluntary group like IT Employee Engagement and Recognition Team

Was a member of the IT Employee Engagement committee helping to select winners and presenting the results at the DT All Hands Meeting.
Attended the 50 Ways to Fight Bias Workshop",Completed,Active
338573,"Operational budget should come in within +/ 10% of AOP.  

Stay on top of your budget and provide accruals to Dan Topf for things like the Microsoft EA and email for all programs.",Completed,Active
338576,"HC Capitalization rate.   

Should be +/ 10% of projection for FTE totals.",Completed,Active
341276,"To become a well rounded analytics team who through a consultative approach and by leveraging Business Intelligence Tools such as: Power BI, Tableau and Success Factors Reporting. Helps departments to effectively manage their workforce and reach business goals effectively and efficiently.",On Track,Active
341277,"Provide Leadership, Future Workforce with dynamic updated reporting, Metrics and Dashboards to support HR initiatives using Tableau, Power BI, FMP tools to reduce manual reporting.",On Track,Active
341281,"Provide Leadership with dynamic updated reporting, Metrics and Dashboards to support HR initiatives using Tableau, Power BI, FMP tools to reduce manual reporting.",On Track,Active
341283,"Support HR Data extraction for Internal Controls, Finance, IT, OIG, HR monthly, Quarterly and FY Audits, TA, Succession Talent Reviews",On Track,Active
336259,Complete the FY 2021 audit timely.  Reduce the amount of $'s spent on the external audit and the level of effort needed by Amtrak to administer the annual audit.,On Track,Active
336260,Reduce the audit cycle for FY 22.,On Track,Active
336274,Create the reports for Finance Department request,On Track,Active
336278,Work with the IT Department to test for implementation MRI Project. Upload Master Data for MRI Project into SAP.,On Track,Active
337701,Deliver FY22 ITP and OTP targets by engagement in crossfunctional initiatives in partnership with CI teams in Network Support and Transportation,On Track,Active
337703,"Support Diversity, Inclusion and Belonging initiatives as part of culture change, employee development and succession planning",On Track,Active
337705,Execute the onboard and stations audit processes to monitor the efficacy of revenue and inventory controls,On Track,Active
337706,Manage Drummac Contract for Station Audits and Onboard Service Audits,On Track,Active
337707,"Provide management with Safety reporting including new dashboards
Create and publish new Sustainability dashboards and reports 
Create reporting and targets for PTC delays
Create CSI reporting by crew base",On Track,Active
337709,Provide work force connectivity (eMD) to additional OBS and Stations employees,On Track,Active
337710,Roll out Aware 2.0 application functionality for conductors,On Track,Active
337712,Support automated baggage tag initiative,Postponed,Active
337720,Better integrate with Crew Management on crew lodging and transportation requirements,On Track,Active
331323,"AMTEC deployment to control K Tower / IVY city yard
Implementation of TAMI across Washington DC terminals",On Track,Active
331328,"Actively involved in Filling key roles and effectively develop team capabilities to fill any skill gaps. Promote team development and provide stretch/growth opportunities to key talent. Complete action plan from Employee Engagement Survey and ensure training opportunities are made available and staff are given time to participate. Promote retention through employee engagement, regular and transparent communications, active leadership, and participation in staff development. Actively develop succession plans for self and key leaders/resources.",Completed,Active
